document_id sentence_id sentence
223 1779 " उसके दो साथियों ने पुलिस के सामने समर्पण कर दिया ।"
223 1780 " इसी बीच , भगते की मौत की खबर मिलने पर उसकी पत्नी ने सल्फॉस खाकर आत्महत्या कर ली ।"
223 1781 " पुलिस ने पोस्टमार्टम के बाद भगते व उसकी पत्नी के शवों को परिजनों को सौंप दिया ।"
223 1782 " पुलिस अधीक्षक कुलदीप सिंह सिहाग के मुताबिक मंगलवार तड़के करीब साढ़े तीन बजे कुंडली थाना के एसएचओ बलबीर सिंह को सूचना मिली कि कुख्यात अपराधी अनिल भगते ( २८ ) नांगल कलां गांव में अपने साथी संजय के घर पर ठहरा हुआ है ।"
223 1783 " बलबीर सिंह ने सीआईए के निरीक्षक राजबीर सिंह को फोन पर इसकी जानकारी दी और फोर्स लेकर प्याऊ मनियारी पहुँचने का अनुरोध किया ।"
223 1784 " राजबीर सिंह ने तुरंत इसकी सूचना डीएसपी ( मुख्यालय ) अरुण नेहरा को दी ।"
223 1785 " नेहरा ने मुरथल थाने के एसएचओ राजेंद्र सिंह को तुरंत फोर्स लेकर प्याऊ मनियारी पहुँचने के निर्देश दिए ।"
223 1786 " थोड़ी ही देर में सभी टीमें प्याऊ मनियारी पहुँच गईं ।"
223 1787 " इसी बीच सूचना मिलने पर दिल्ली पुलिस की क्राइम ब्रांच की स्पेशल टीम के एसीपी जॉय तिर्की भी अपनी टीम के साथ प्याऊ मनियारी पहुँच गए ।"
223 1788 " सिहाग के अनुसार तड़के करीब साढ़े चार बजे पुलिस की तीन टीमों ने संजय के निवास को घेर लिया ।"
223 1789 " संजय की पत्नी से दरवाजा खुलवाकर पुलिस टीम अंदर घुस गई ।"
223 1790 " नेहरा ने सीढ़ियाँ चढ़कर चौबारे के सामने सो रहे अनिल भगते को आत्म - समर्पण की चेतावनी दी ।"
223 1791 " पुलिस को देखते ही भगते के साथी संजय और नरेश ने नीचे आकर समर्पण कर दिया , जबकि भगते ने पुलिस टीम पर फायर कर दिया ।"
223 1792 " जवाब में पुलिस ने भी गोलियाँ चलाईं , जिसमें भगते ज़ख्मी होकर चौबारे के दरवाजे के सामने गिर पड़ा ।"
223 1793 " हेड काँस्टेबल आज़ाद सिंह और राज सिंह ने तत्काल उसे दबोच लिया ।"
223 1794 " उधर , कुंडली थाना के एसएचओ बलबीर सिंह ने अपनी टीम के साथ भगते को गंभीर रूप से घायल अवस्था में लेकर सामान्य अस्पताल पहुँचाया , जहाँ चिकित्सकों ने उसे मृत घोषित कर दिया ।"
223 1795 " पुलिस ने संजय के पास से ३१५ बोर का एक देसी पिस्तौल , दो जिंदा कारतूस व एक खोल , नरेश के कब्जे से ३१५ बोर की देसी पिस्तौल , तीन कारतूस व एक खोल बरामद किए ।"
223 1796 " अनिल भगते के कब्जे से ९ एमएम की पिस्तौल व जेब से ३१५ बोर की देसी पिस्तौल बरामद की ।"
223 1797 " सीआईए के निरीक्षक राजबीर सिंह की शिकायत पर आईपीसी की धारा ३०७ , ३४ , २५ , ५४ व ५९ के तहत मामला दर्ज कर कार्रवाई शुरू कर दी गई है ।"
223 1798 " उधर , अनिल भगते की मौत का समाचार मिलने पर गाँव कुंडली स्थित अपने निवास पर उसकी पत्नी निर्मला ने सल्फॉस की गोलियाँ खा ली ।"
223 1799 " उसकी हालत बिगड़ने पर परिजनों ने उसे एक निजी अस्पताल में भर्ती कराया , जहाँ उपचार के दौरान उसकी मौत हो गई ।"
223 1800 " पुलिस ने मंगलवार शाम पोस्टमार्टम के बाद अनिल भगते व उसकी पत्नी निर्मला के शवों को परिजनों को सौंप दिया ।"
223 1801 " कुख्यात अनिल भगते पर दिल्ली , हरियाणा व उत्तर प्रदेश के विभिन्न थानों में हत्या के नौ , अपहरण के तीन , हत्या के प्रयास के दो , लूट के तीन , पुलिस हिरासत से फरारी के दो , आम्र्स एक्ट के तहत एक तथा फिरौती वसूलने के चार मामले दर्ज थे ।"
223 1802 " उस पर कुल डेढ़ लाख रुपये का इनाम घोषित था ।"
224 1803 " बहुजन समाज पार्टी ( बसपा ) नेता कांशी राम के इलाज को लेकर चल रहा विवाद खत्म होता नज़र नहीं आ रहा है ।"
224 1804 " उनकी माँ ने सोमवार को कहा कि वे मायावती द्वारा कांशी राम को अवैध रूप से अपने यहाँ रखने के खिलाफ जल्द ही सुप्रीम कोर्ट का दरवाजा खटखटाएंगे ।"
224 1805 " कांशी राम की ९४ वर्षीय माँ बिशन कौर और उनके छोटे भाई दलबारा सिंह ने पत्रकारों से कहा कि मायावती द्वारा कांशी राम को उनके नई दिल्ली स्थित घर पर अवैध रूप से रखे जाने के खिलाफ वे सुप्रीम कोर्ट जाएंगे ।"
224 1806 " उन्होंने कहा कि कांशी राम को नियमित रूप से नशीली दवाईयाँ दी जा रही हैं , जिसकी वजह से वे स्वयं कुछ बोल पाने और मायावती के शिकंजे से निकलने में असमर्थ हैं ।"
225 1807 " पिछले १४ जून को अगवा किए गए छह छोटे व्यापारियों की आतंकियों ने बांग्लादेश में हत्या कर दी ।"
225 1808 " यह जानकारी सोमवार को पुलिस ने दी ।"
225 1809 " पुलिस सूत्रों ने बताया कि २६ जुलाई को आतंकियों द्वारा मुक्त किए गए अन्य बंधकों ने उन्हें यह जानकारी दी ।"
225 1810 " जिला मजिस्ट्रेट ने बताया कि रिहा किए गए व्यापारियों का उत्तरी त्रिपुरा के सरकारी अस्पताल में इलाज कराया जा रहा है ।"
225 1811 " पुलिस ने बताया कि आतंकियों ने २४ लोगों का अपहरण किया था , जिसमें से छह की बांग्लादेश के दक्षिण पूर्व में स्थित चिटगाँव पहाड़ियों में हत्या कर दी गई ।"
225 1812 " प्रतिबंधित आदिवासी गुरिल्लाओं ने २४ में १८ व्यापारियों को हाल में मुक्त कर दिया था ।"
225 1813 " इनको १४ जून को उत्तरी त्रिपुरा से अगवा किया गया था ।"
226 1814 " इराक में कथित अमेरिकी ज्यादतियों और प्रदेश सरकार के रवैये के खिलाफ श्रीनगर में स्थानीय युवकों का हिंसक प्रदर्शन लगातार दूसरे दिन भी जारी रहा ।"
226 1815 " पुलिस को हिंसक प्रदर्शन पर नियंत्रण पाने के लिए हवा में गोली चलानी पड़ी और आँसू गैस के गोले छोड़ने पड़े ।"
226 1816 " उधर , राज्य भर में जारी आतंकी हिंसा में तीन कट्टर आतंकियों समेत पाँच लोग मारे गए हैं ।"
226 1817 " सरकारी सूत्रों के मुताबिक इराक पर अमेरिकी कार्रवाई व उसके द्वारा पवित्र शहर नजफ पर की जा रही बमबारी के विरोध में युवकों ने श्रीनगर के अलमगारी बाजार , हवाल व इससे लगे इलाकों में हिंसक प्रदर्शन किया ।"
226 1818 " इस दौरान प्रदर्शनकारियों ने पुलिस दल पर पथराव किया ।"
226 1819 " उधर , पुलवामा जिले के सांजी वोटूर गाँव में शुक्रवार रात सीमा सुरक्षा बल ( बीएसएफ ) के साथ मुठभेड़ में जैश - ए - मोहम्मद का एक आतंकी मारा गया ।"
226 1820 " इस मुठभेड़ में बीएसएफ का एक जवान भी घायल हो गया ।"
226 1821 " अन्य घटनाओं में राजोरी व डोडा जिले में एक पाकिस्तानी आतंकी समेत तीन लोग मारे गए ।"
226 1822 " रहमान राजोरी जिले के मनयाल में सुरक्षा - बलों के साथ मुठभेड़ में मारा गया ।"
226 1823 " मुठभेड़ के स्थान से एक ए. के. राइफल व दो आईडी बरामद किया गया ।"
226 1824 " एक अन्य घटनाक्रम में शुक्रवार रात डोडा जिले के कुंदा इलाके से अपहृत किए गए दो लोगों के शव को शनिवार सुबह बरामद किया गया ।"
226 1825 " दोनों को मवेशियों को चराने के दौरान अगवा किया गया था ।"
226 1826 " एक अन्य घटना में श्रीनगर में शनिवार को पुलिस के साथ मुठभेड़ में हिजबुल मुजाहिदीन का एक कट्टर आतंकी मारा गया ।"
226 1827 " इस मुठभेड़ में पुलिस का एक सब इंस्पेक्टर भी घायल हो गया ।"
227 1828 " पूर्व केंद्रीय मंत्री और मुंगेर से राजद सांसद जयप्रकाश नारायण यादव ने मंगलवार को अपने भाई और राजद के उम्मीदवार विजय प्रकाश को पुलिस हिरासत से फरार कराने में मदद करने के मामले में एक स्थानीय अदालत के समक्ष समर्पण कर दिया ।"
227 1829 " यादव इस महीने नए सिरे से गैर जमानती वारंट जारी होने के बाद से फरार चल रहे थे ।"
227 1830 " यादव ने मंगलवार की दोपहर को सब - डिवीजनल मजिस्ट्रेट ए. के. झा के समक्ष समर्पण कर दिया , जहाँ से उन्हें १४ दिन की न्यायिक हिरासत में भेज दिया गया है ।"
227 1831 " इससे पहले , मजिस्ट्रेट ने यादव के वकीलों राणा प्रताप सिंह और चितरंजन सिन्हा की यादव को जमानत देने की याचिका खारिज कर दी ।"
227 1832 " यादव के वकीलों ने उनका स्वास्थ्य ठीक न होने की वजह से अस्पताल भेजने की भी याचिका दायर की थी , लेकिन जज ने याचिका स्वीकार करने से इन्कार कर दिया ।"
227 1833 " उन्होंने कहा कि अदालत इस पर बाद में विचार करेगी ।"
227 1834 " इससे पहले , पटना हाई कोर्ट ने यादव की १४ फरवरी को अग्रिम जमानत याचिका खारिज कर दी थी ।"
228 1835 " थाइलैंड की राजधानी बैंकॉक में भारत सरकार के वार्ताकारों और नागालैंड के अलगाववादी जनजातीय समूह के बीच शांति वार्ता चल रही है ।"
228 1836 " वरिष्ठ अधिकारियों ने बताया कि यह वार्ता ९ वर्ष पुराने संघर्ष विराम की संधि को बचाने के लिए की जा रही है ।"
228 1837 " भारतीय गृह - मंत्रालय के एक अधिकारी ने कहा कि प्रवासी मामलों के मंत्रालय के राज्यमंत्री ऑस्कर फर्नानडिस और नई दिल्ली के मुख्य शांति वार्ताकार के. पद्मनाभैया थाइलैंड की राजधानी में नेशनल सोशलिस्ट कॉउंसिल ऑफ नागालैंड ( एनएससीएन - आईएम ) की ५ सदस्यीय दल से बात - चीत कर रहे हैं ।"
228 1838 " एनएससीएन - आईएम के प्रतिनिधिमंडल का नेतृत्व छापामार नेता इसाक चिशी स्वू और टी मुईवा कर रहे हैं ।"
228 1839 " १९९७ में एनएससीएन - आईएम की सरकार के साथ युद्ध विराम के संबंध में बात - चीत हुई थी ।"
228 1840 " तभी से अभी तक दोनों पक्षों के बीच कम से कम ५० दौर की शांति - वार्ता सम्पन्न हो चुकी है ।"
228 1841 " वर्तमान वार्ता भी इसी दौर का एक हिस्सा है ।"
228 1842 " इसका उद्देश्य २५ हजार लोगों की आहुति लेने वाली दक्षिण एशिया की सबसे लम्बे समय से चली आ रही इस हिंसा को खत्म करना और इस क्षेत्र में स्थायी शांति की स्थापना करना है ।"
228 1843 " गृहमंत्रालय के एक वरिष्ठ अधिकारी ने नाम गुने की शर्त पर नई दिल्ली से टेलीफोन पर जानकारी दी कि दोनों पक्षों के बीच की यह वार्ता काफी सावधानीपूर्वक आयोजित की गयी है ।"
228 1844 " गौरतलब है कि सरकार और एनएससीएन - आईएम के बीच की युद्घ विराम संधि की तिथि मंगलवार को खत्म हो रही है ।"
228 1845 " इस दौर की वार्ता का मुख्य उद्देश्य एनएससीएन - आईएम द्वारा युद्ध विराम की अवधि बढ़ाने पर सहमति सुनिश्चित कराना है ।"
229 1846 " कैबिनेट सचिव बी. के. चतुर्वेदी ने मेट्रो चीफ ई. श्रीधरन से दिल्ली और मुंबई हवाई अड्डों के आधुनिकीकरण की प्रक्रिया के मूल्यांकन के लिए गठित उच्च स्तरीय पैनल की मदद करने को कहा है ।"
229 1847 " सरकारी सूत्रों ने बुधवार को यह जानकारी देते हुए कहा कि दोनों हवाईअड्डों की निविदा प्रक्रिया पर भी श्रीधरन की राय माँगी गई है ।"
229 1848 " गौरतलब है कि हवाई अड्डों के आधुनिकीकरण की प्रक्रिया के मूल्यांकन के लिए अंतर - मंत्रालय समूह में मतभेद पैदा होने के बाद पिछले सप्ताह कैबिनेट सचिव के नेतृत्व में समिति गठित की गई थी ।"
229 1849 " इस समिति के अन्य सदस्यों में नागरिक उड्डयन , आर्थिक मामलों और विधि मंत्रालयों के सचिव और योजना आयोग के सदस्य सचिव शामिल हैं ।"
229 1850 " यह समिति रक्षा मंत्री प्रणब मुखर्जी के नेतृत्व में मंत्रियों के समूह को निवेदकों के अंतिम चयन के लिए तय नियमों के बारे में और जरूरत पड़ने पर इसके विकल्प सुझाने में सलाह देगी ।"
229 1851 " दोनों हवाई अड्डों के आधुनिकीकरण के लिए इस समय रिलायंस और जीएमआर के नेतृत्व में एक समूह समेत छह निवेदक हैं ।"
229 1852 " चयन के दो निवेदक भारतीय हवाईअड्डा प्राधिकरण के साथ दो संयुक्त उद्यम गठित कर दोनों हवाई अड्डों का आधुनिकीकरण करेंगे ।"
230 1853 " कर्नाटक के घटनाक्रमों को तवज्जो दिए बिना कांग्रेस ने शनिवार को कहा कि गठबंधन राजनीति देश का भविष्य है और वह समान मानसिकता वाले दलों के साथ हमेशा हाथ मिलाने को तैयार है , जैसा कि हाल ही में हैदराबाद में इसके महाधिवेशन में पारित प्रस्ताव में कहा गया है ।"
230 1854 " केंद्रीय मानव संसाधन विकास मंत्री और वरिष्ठ कांग्रेस नेता अर्जुन सिंह ने यहां कहा कि मौजूदा राजनीतिक परिस्थितियों में गठबंधन राजनीति देश का भविष्य होगी ।"
230 1855 " सिंह ने कहा कि कांग्रेस ने पहले ही हैदराबाद में ८२वां एआईसीसी महाधिवेशन में गठबंधन राजनीति के बारे में चर्चा की है और इस संबंध में एक प्रस्ताव पारित भी किया है ।"
230 1856 " पश्चिम बंगाल विधानसभा चुनावों में तृणमूल कांग्रेस अध्यक्ष ममता बनर्जी से कांग्रेस के हाथ मिलाने की संभावना के बारे में सिंह ने कहा कि उनकी पार्टी इस विकल्प के खिलाफ नहीं है , लेकिन उन्हें पहले अपने संबंध भाजपा से तोड़ने होंगे ।"
230 1857 " राज्यपालों की नियुक्ति से पहले संबंधित राज्य सरकारों से विचार - विमर्श करने की राजग की माँग के बारे में केंद्रीय मंत्री ने कहा कि यह राजग ही थी , जिसने पिछले वर्ष अंतर्राज्यीय बैठक में इस प्रस्ताव को खारिज कर दिया था ।"
231 1858 " राष्ट्रीय मानवाधिकार आयोग ने मानवाधिकार विषय पर हिंदी में सृजनात्मक लेखन के लिए 2004 - 5 के पुरस्कारों की घोषणा कर दी है ।"
231 1859 " पुष्पा सिन्हा के उपन्यास ' महिलानामा ' को प्रथम पुरस्कार के लिए चुना गया है ।"
231 1860 " उपन्यास में बताया गया है कि बिना किसी खर्च और हिंसा के महिलाओं के अधिकारों की रक्षा की जा सकती है ।"
231 1861 " आयोग ने मानवाधिकार विषय पर जागरूकता फैलाने और मानवीय संवेदना जगाने के मक़सद से 1998 से इस पुरस्कार की शुरुआत की थी ।"
231 1862 " दूसरे पुरस्कार के लिए सत्य नारायण साबत की पुस्तक ' भारतीय संस्कृति में मानवाधिकार की अवधारणा ' को चुना गया है ।"
231 1863 " तीसरे पुरस्कार के लिए आरसी मिश्रा की पुस्तक ' मानवाधिकार संरक्षण विशेष संदर्भ , अपराधियों का निरोध एवं उपचार ' को चुना गया है ।"
231 1864 " प्रथम पुरस्कार विजेता को 25 हजार , दूसरे विजेता को 20 हजार और तीसरे विजेता को 15 हजार रुपये दिए जाएँगे ।"
231 1865 " अनुवाद में पुरस्कार के लिए इस बार किसी आवेदन को उपयुक्त नहीं पाया गया ।"
231 1866 " विजेताओं को पुरस्कार आयोग की ओर से दो - तीन मार्च को होने वाले एक राष्ट्रीय सम्मेलन में दिये जाएंगें ।"
232 1867 " वित्त वर्ष 2006 - 7 के बजट में स्टील क्षेत्र के शुल्क ढाँचे में व्यापक बदलाव किए जाने का असर घरेलू बाजार में इस्पात की कीमतों में बढ़ोतरी के रूप में सामने आएगा ।"
232 1868 " जिंदल स्टील के प्रबंध निदेशक व सांसद नवीन जिंदल ने ' अमर उजाला ' को बताया कि स्क्रैप पर पाँच फीसदी ड्यूटी लगाए जाने से इसके बढ़ते आयात पर लगाम लगाने में मदद मिलेगी , जिससे घरेलू स्पॉन्ज आयरन उद्योग को सीधा लाभ होगा ।"
232 1869 " बजट - 6 पेश करते हुए वित्त मंत्री पी. चिदंबरम् ने सभी ग़ैर - कृषि उत्पादों पर सीमा शुल्क की उच्च दर को 15 से घटाकर 12.5 फीसदी करने की घोषणा की ।"
232 1870 " इसके साथ ही वित्त मंत्री ने अलॉय स्टील पर सीमा शुल्क 10 से घटाकर 7.5 फीसदी करने और स्क्रैप पर पाँच फीसदी शुल्क लगाने की भी घोषणा की ।"
232 1871 " घरेलू बाजार में स्टील के दामों में दर्ज की जा रही तेजी पर लगाम लगाने के लिए चिदंबरम् ने पिछले बजट में स्क्रैप पर लागू ड्यूटी को पूरी तरह समाप्त कर दिया था ।"
232 1872 " जिंदल ने कहा कि देश में इंफ्रास्ट्रक्चर क्षेत्र जैसे - बंदरगाह , सड़क , भवन निर्माण आदि पर खासा ध्यान दिया जा रहा है ।"
232 1873 " इस स्थिति में आने वाले समय में स्टील की घरेलू माँग में खासी बढ़ोतरी होने की उम्मीद है ।"
232 1874 " वैसे भी मौजूदा समय में देश में स्टील की प्रति व्यक्ति खपत विकसित देशों की तुलना में बेहद कम है ।"
232 1875 " इन परिस्थितियों में आने वाले समय में घरेलू बाजार में स्टील के दामों में मजबूती का रुख बनने की उम्मीद है ।"
232 1876 " गौरतलब है कि पिछले कुछ माह से स्टील के दामों में लगातार गिरावट का रुख बना हुआ है ।"
232 1877 " बजट के अन्य प्रावधानों पर प्रतिक्रिया में जिंदल ने कहा कि इस बार के बजट में वित्त मंत्री पी. चिदंबरम् ने ग्रामीण इलाकों समेत समाज के सभी वर्गों के हितों का ध्यान रखा है ।"
232 1878 " यूपीए सरकार की नीतियों का ही नतीजा है कि चालू वित्त वर्ष के दौरान आर्थिक विकास दर 8.1 फीसदी रहने की उम्मीद है और आने वाले समय में यह बढ़कर 10 फीसदी पर पहुँचने की संभावना है ।"
233 1879 " भोपाल गैस कांड के पीड़ितों के पुनर्वास के लिए गठित निगरानी कमेटी को सुप्रीम कोर्ट ने दो सप्ताह में शपथ पेश करने का निर्देश दिया है ।"
233 1880 " साथ ही कोर्ट ने कमेटी से सवाल किया है कि अस्पताल में गैस पीड़ितों के लिए क्या - क्या सुविधाएँ उपलब्ध कराई जा रही हैं ? उल्लेखनीय है कि निगरानी कमेटी और मध्य प्रदेश सरकार द्वारा पेश रिपोर्ट पर कोर्ट संतुष्ट नहीं था , इसलिए निगरानी कमेटी को दो सप्ताह में शपथ पेश करने का निर्देश दिया ।"
233 1881 " न्यायमूर्ति बी. एन. श्रीकृष्णा और न्यायमूर्ति लोकेश्वर सिंह पांटा की खंडपीठ ने भोपाल गैस पीड़ित महिला संगठन व अन्य की याचिका पर सुनवाई के दौरान मध्य प्रदेश सरकार और निगरानी कमेटी द्वारा पेश रिपोर्ट देखने के बाद कहा कि कोर्ट इस रिपोर्ट से संतुष्ट नहीं है ।"
233 1882 " खंडपीठ ने कहा कि अस्पताल में गैस पीड़ितों के लिए क्या - क्या सुविधाएँ विशेष तौर पर उपलब्ध कराई जाएँ - - निगरानी कमेटी दो सप्ताह में शपथ पेश करके बताए ।"
233 1883 " साथ ही कमेटी यह भी बताए कि इस बाबत क्या किया जा रहा है और कमेटी क्या चाहती है ।"
233 1884 " खंडपीठ ने कहा कि निगरानी कमेटी की रिपोर्ट देखने के बाद राज्य सरकार को निर्देश दिया जाएगा ।"
233 1885 " राज्य सरकार के स्थाई अधिवक्ता सी. डी. सिंह ने खंडपीठ से कहा कि निगरानी कमेटी द्वारा रिपोर्ट पेश करने के बाद कोर्ट जो भी निर्देश देगा उसका राज्य सरकार अनुपालन करेगी ।"
233 1886 " भोपाल गैस पीड़ितों के पुनर्वास के लिए निगरानी कमेटी की द्वितीय और तृतीय रिपोर्ट पेश की गई ।"
233 1887 " द्वितीय रिपोर्ट कमेटी के सदस्य संयोजक डॉक्टर जी. सी. बैजल द्वारा और तृतीय रिपोर्ट सदस्य संयोजक डॉक्टर एस. बिसारिया गुप्ता द्वारा भेजी गई थी ।"
233 1888 " गौरतलब है कि गैस रिलीफ , भोपाल के चीफ मेडिकल एंड हेल्थ ऑफिसर द्वारा पेश कार्रवाई रिपोर्ट में बताया गया था कि गैस पीड़ितों के लिये कई कदम उठाए गए हैं ।"
233 1889 " इसमें अस्पतालों में सफाई की व्यवस्था , बड़े अस्पतालों में काफी संख्या में मरीजों को भर्ती कराया जाना , डॉक्टरों , नर्स आदि के लिए यूनीफॉर्म में आने की व्यवस्था आदि हैं ।"
233 1890 " चतुर्थ श्रेणी के कर्मचारी , जो आदेश का पालन नहीं करते हैं , उनके खिलाफ कार्रवाई की जा रही है ।"
233 1891 " गैस पीड़ितों को मुफ्त दवाईयाँ उपलब्ध कराई जा रही हैं ।"
233 1892 " उनके पुनर्वास के लिए भी कई प्रयास किए गए हैं ।"
234 1893 " अफगानिस्तान में सड़क निर्माण के लिए भेजी जा रही सौ टन विस्फोटक की खेप गायब हो जाने से सुरक्षा एजेंसियों की नींद उड़ गई है ।"
234 1894 " चट्टानों और पहाड़ियों को विस्फोटकों से उड़ाकर राजमार्ग के निर्माण के लिए मुंबई से ईरान होते हुए यह खेप अफगानिस्तान भेजी जा रही थी ।"
234 1895 " इस मामले में नई दिल्ली में अधिकारियों ने बताया कि गृह मंत्रालय ने इसकी जाँच के लिए खुफिया एजेंसियों , राज्य पुलिस , कस्टम , तटरक्षक बल , नौसेना और थल सेना के विशेषज्ञों की एक उच्च स्तरीय टीम बनाई है ।"
234 1896 " सीमा सड़क संगठन ( बीआरओ ) वहाँ सड़क निर्माण का काम कर रहा है ।"
234 1897 " उधर , शिपिंग कंपनी के निदेशक सम्सु श्रॉफ ने कहा है कि प्रचंड लहरों के कारण कंटेनर समुद्र में गिर गए ।"
234 1898 " अधिकारियों ने बताया कि जहाज के कैप्टन और चालक दल के छह सदस्यों को हिरासत में लेकर पूछताछ की जा रही है ।"
234 1899 " जहाज को 22 दिसंबर को मुंबई से ईरान के बंदरगाह बंदरअब्बास के लिए रवाना किया गया था ।"
234 1900 " वहाँ से इस खेप को सड़क मार्ग से अफगानिस्तान ले जाना था ।"
234 1901 " वहाँ कंधार से डेलराम तक बन रहे राजमार्ग के लिए इन विस्फोटकों का इस्तेमाल किया जाना था ।"
234 1902 " लेकिन मुंबई से 10 से 15 नॉटिकल मील की दूरी पर विस्फोटकों के गायब होने की सूचना मिली ।"
234 1903 " अधिकारियों ने बताया कि 23 दिसंबर को नौसेना और तट - रक्षक बल के जवानों ने जहाज का पता लगा लिया और इसे वापस मुंबई ले आए ।"
234 1904 " अधिकारियों के मुताबिक पूछताछ के दौरान जहाज के कैप्टन ने बताया कि खराब मौसम के कारण विस्फोटकों से लदे कंटेनर समुद्र में डूब गए ।"
234 1905 " श्रॉफ का कहना है कि जहाज के रवाना होने के छह घंटे के अंदर ही प्रचंड लहरों के कारण एक कंटेनर समुद्र में गिर गया ।"
234 1906 " कैप्टन ने इसकी सूचना कंपनी को दी ।"
234 1907 " इसके बाद जहाज को वापस आने के लिए कहा गया ।"
234 1908 " जब जहाज लौट रहा था इस बीच पाँच और कंटेनर समुद्र में गिर गए ।"
234 1909 " उन्होंने कहा कि सभी कंटेनर समुद्र तल में पड़े होंगे ।"
235 1910 " कुख्यात सरगना छोटा राजन गिरोह के चार गुंडों को हथियार सहित पुलिस ने शहर के उत्तरी पश्चिमी क्षेत्र से गिरफ्तार किया ।"
235 1911 " वरिष्ठ पुलिस अधिकारियों के मुताबिक एक बिजली इकाई के नक़दी जमा केंद्र को लूटने की योजना बनाते वक्त इन लोगों को गिरफ्तार किया गया ।"
235 1912 " पश्चिमी क्षेत्र के अतिरिक्त उपायुक्त बिपिन बिहारी ने बताया कि प्रथम दृष्टि से देवेन्द्र जगताप उर्फ जे. डी. , नरेश हुकुमचंद उर्फ कालिया , सरदार खान उर्फ शकील और सबीर खान छोटा राजन गिरोह से जुड़े मालूम होते हैं ।"
235 1913 " उन्होंने बताया कि ये लोग जुहू स्थित कॉपर चिमनी रेस्टोरेंट के बाहर रिलायंस एनर्जी के नक़दी जमा केंद्र को लूटने की फिराक़ में थे ।"
235 1914 " पुलिस अधिकारी ने संवाददाता की उस आशंका को गलत बताया जिसमें पूछा गया कि ये लोग फिल्मी सितारों से फिरौती माँगने के चक्कर में थे ।"
235 1915 " सूत्रों के मुताबिक़ जे. डी. के खिलाफ नवघर पुलिस स्टेशन में पहले से लूट और हत्या के मामले दर्ज हैं ।"
236 1916 " हाईकोर्ट के निर्देश पर अमल करते हुए पॉश इलाक़े ग्रेटर कैलाश पार्ट - 1 स्थित पूर्व क्रिकेटर कपिलदेव की पत्नी रोमी देव के रिहायशी मकान में चल रही गारमेंट की दुकान नगर निगम ने शुक्रवार को सील कर दी ।"
236 1917 " कार्रवाई के दौरान कपिलदेव और उनकी पत्नी मौजूद थे ।"
236 1918 " देव दंपत्ति का कहना है कि उन्हें नगर निगम से अचानक बृहस्पतिवार को दुकान को सील करने का नोटिस मिला ।"
236 1919 " वे घटना से ठगा सा महसूस कर रहे हैं ।"
236 1920 " निगम दक्षिणी जोन के उपायुक्त के. के. मिश्रा का कहना है कि कार्रवाई के दौरान कपिल और उनकी पत्नी ने सहयोग किया ।"
236 1921 " गौरतलब है कि ग्रेटर कैलाश पार्ट - 1 स्थित मकान संख्या बी - 41 कपिलदेव की पत्नी रोमी देव के नाम है ।"
